Label	Distance	Astro_m1	Astro_m2	Endo_m1	Endo_m2	Inter_m1	Inter_m2	Micro_m1	Micro_m2	Oligo_m1	Oligo_m2	CA1_m1	CA1_m2	SS_m1	SS_m2	All_m1	All_m2
Smad5	388	1	0	2	0	0	0	2	0	3	0	2	1	1	0	11	1
uc007qtg.1	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
5133401N09Rik	4	27	0	36	1	216	3	18	0	245	4	355	26	133	2	1030	36
uc007qtp.1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rmi1	281	0	1	0	0	2	1	0	0	1	0	3	1	2	0	8	3
Ntrk2	796	102	20	1	0	22	21	5	0	121	8	43	40	13	13	307	102
Dapk1	163	0	0	0	0	0	0	0	0	1	0	4	1	1	0	6	1
2010111I01Rik	1	5	4	38	18	5	12	3	8	158	101	40	88	49	61	298	292
Habp4	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	2	1
Cdk20	56	11	2	5	1	9	4	5	0	35	12	30	15	17	16	112	50
Zfp369	1	3	3	4	0	4	5	1	0	12	14	24	15	6	4	54	41
ENSMUST00000069489	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptdss1	4	0	0	0	0	1	0	0	0	1	0	2	1	0	0	4	1
Zfp759	1	1	1	0	0	1	0	0	0	1	1	1	0	1	0	5	2
4930441O14Rik	14951	0	0	0	0	0	0	0	0	0	0	6	0	0	0	6	0
BC048507	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700001L19Rik	1	17	2	1	0	42	5	2	0	17	1	473	71	123	12	675	91
uc007rcg.1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nsun2	1	0	0	0	0	2	0	0	0	9	0	7	1	0	1	18	2
Med10	1	37	5	66	4	150	30	15	2	418	50	1069	118	366	21	2121	230
uc007rcr.1	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Irx2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Irx4	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lpcat1	28	0	0	2	0	1	0	0	0	1	0	1	0	2	0	7	0
Clptm1l	11	0	0	0	0	0	0	1	0	5	1	2	1	1	0	9	2
Tert	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc12a7	30573	0	0	2	0	0	0	0	1	0	0	0	0	0	0	2	1
Zdhhc11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tppp	3	3	0	0	0	19	13	0	0	263	54	59	51	28	17	372	135
Slc9a3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc127	1	36	0	37	1	125	3	7	0	241	9	443	11	170	5	1059	29
Erap1	1	1	0	5	1	1	0	0	1	10	0	4	0	3	1	24	3
Pcsk1	9	0	0	1	0	39	1	0	0	1	0	45	3	33	8	119	12
Ell2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
Glrx	12	32	4	35	1	365	16	22	2	135	8	571	60	302	19	1462	110
Spata9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mctp1	44	0	0	0	0	2	1	0	0	3	0	46	4	10	3	61	8
2210408I21Rik	395	4	0	6	0	42	0	0	0	53	0	115	0	65	0	285	0
Pou5f2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arrdc3	1	19	0	23	0	27	1	15	0	659	11	110	1	48	0	901	13
ENSMUST00000153304	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cetn3	1	185	9	290	9	490	26	71	3	1591	60	2265	153	1083	108	5975	368
Mef2c	4	32	11	132	54	406	136	107	21	293	132	77	67	2122	887	3169	1308
ENSMUST00000131907	9	2	0	0	0	24	1	0	0	3	1	75	9	18	2	122	13
C130071C03Rik	64	141	0	4	0	88	3	1	0	206	12	315	8	94	0	849	23
ENSMUST00000052354	158	1	0	0	0	0	0	0	0	1	0	7	0	0	0	9	0
Tmem161b	83	25	0	29	0	129	0	4	0	138	0	411	7	151	3	887	10
Ccnh	4	26	8	20	6	337	39	7	2	262	55	911	128	222	24	1785	262
Edil3	419	2	0	0	0	12	7	0	0	284	137	16	4	8	6	322	154
Hapln1	163	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0
Tmem167	13	36	2	35	0	184	19	21	0	566	21	695	81	279	20	1816	143
Ssbp2	19	35	2	21	3	173	27	8	0	139	32	543	87	204	27	1123	178
Acot12	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhfr	6	2	0	3	1	3	2	1	0	47	7	15	1	3	0	74	11
Ankrd34b	24	0	0	0	0	6	0	0	0	0	0	1	0	0	0	7	0
Serinc5	1	0	0	0	2	0	1	0	0	26	11	4	3	0	0	30	17
Homer1	1	0	0	0	0	0	0	0	0	0	0	4	3	5	6	9	9
Arsb	10	0	0	1	0	0	0	0	3	2	4	17	7	7	4	27	18
Lhfpl2	11	1	0	0	0	0	0	1	0	25	7	2	0	0	0	29	7
Ap3b1	1	3	0	8	0	9	0	2	0	56	0	65	3	22	0	165	3
Otp	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr41	9	0	0	0	0	2	0	0	0	3	0	2	0	2	0	9	0
Zbed3	380	1	0	2	0	0	0	0	0	3	0	2	0	1	3	9	3
F2rl2	59	0	0	0	0	0	0	0	0	0	0	1	0	2	0	3	0
Poc5	3	2	2	7	0	22	7	1	0	32	13	32	23	13	9	109	54
Col4a3bp	97	0	0	2	0	0	0	0	0	3	0	1	0	0	1	6	1
Gcnt4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam169a	1	0	0	0	0	1	0	0	0	2	0	8	4	2	0	13	4
Enc1	132	0	0	0	0	2	0	0	0	0	0	16	7	1	1	19	8
Ankra2	81	2	3	6	1	39	11	0	0	59	21	134	65	31	18	271	119
ENSMUST00000062252	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxd1	27	0	0	1	0	0	0	0	0	1	0	3	0	0	0	5	0
Zfp366	3	0	0	3	4	0	0	1	0	2	0	1	0	0	0	7	4
Serf1	9	32	0	9	0	263	1	10	0	115	2	506	2	312	1	1247	6
Taf9	209	48	2	72	1	381	65	35	2	553	36	1529	239	566	105	3184	450
Cd180	6	0	0	0	0	0	0	2	3	4	0	0	0	0	0	6	3
Sgtb	2	0	0	0	1	9	3	0	0	2	1	15	6	6	1	32	12
Cenpk	13	0	0	0	0	6	1	0	0	7	0	9	0	10	4	32	5
Adamts6	327	0	0	0	0	0	1	1	0	1	3	2	0	0	0	4	4
Srek1ip1	1	31	19	22	10	105	25	11	5	136	53	462	104	156	38	923	254
uc007rui.1	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc007run.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2810008M24Rik	312	17	0	13	0	49	0	4	1	247	0	254	0	50	0	634	1
Depdc1b	4	1	0	0	0	0	0	1	0	48	6	3	0	5	0	58	6
Pde4d	810681	1	1	0	0	8	2	0	0	4	0	8	13	15	4	36	20
Mier3	225	0	0	0	0	0	0	0	0	3	0	1	0	0	0	4	0
uc007rwb.1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Ankrd55	28	0	0	0	0	9	7	0	0	1	0	4	2	0	0	14	9
Il6st	442	1	0	2	0	0	0	1	0	6	0	1	0	1	0	12	0
Slc38a9	53	8	0	8	2	17	5	3	0	87	13	64	17	27	7	214	44
Ppap2a	329	4	3	2	2	12	1	0	0	11	7	26	1	10	0	65	14
Arl15	28	7	0	17	3	27	1	1	0	34	0	265	15	46	0	397	19
Emb	12	16	0	1	2	9	14	11	8	31	7	25	51	20	13	113	95
Hcn1	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc007ryt.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgf10	335	0	0	0	0	0	0	0	0	0	0	6	1	0	1	6	2
Paip1	4	0	0	0	0	5	3	0	0	2	2	13	5	5	3	25	13
Gm7120	297	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
Dnase1l3	111	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Pdhb	5	48	6	25	3	393	55	3	0	312	33	972	119	264	23	2017	239
Acox2	21	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1
Fam107a	41	47	28	5	2	1	0	2	0	17	14	15	2	6	4	93	50
Oit1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930452B06Rik	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
Fhit	708537	1	2	1	0	2	1	2	3	3	15	13	4	7	1	29	26
Fezf2	105	0	0	0	0	0	0	0	0	0	0	6	4	2	0	8	4
Cadps	120	0	0	0	0	2	1	0	0	2	0	4	1	7	1	15	3
Thoc7	1	25	0	30	0	114	3	10	0	258	3	367	0	181	3	985	9
Lrrc3b	187	0	0	0	0	5	0	0	0	2	0	2	0	5	0	14	0
Oxsm	5806	2	0	0	1	1	1	0	0	5	4	4	2	0	3	12	11
Rarb	299	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Nr1d2	13	1	0	1	0	1	0	0	0	5	0	9	0	0	0	17	0
Rpl15	196	28	0	44	0	139	0	15	0	218	2	316	0	148	0	908	2
Ube2e1	13	1	0	2	0	15	2	0	1	13	2	36	5	3	2	70	12
Ube2e2	13	2	0	0	0	18	10	0	0	28	16	194	49	53	5	295	80
Gm10704	6	15	28	33	54	209	159	12	6	380	272	491	565	186	167	1326	1251
Gng2	175	2	1	7	0	294	12	7	3	27	1	435	37	186	10	958	64
1810063B07Rik	8	3	0	12	0	46	0	4	0	90	0	207	0	44	0	406	0
Kcnk5	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnk16	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ecd	3	5	0	7	0	62	1	2	0	77	1	158	11	54	1	365	14
Dnajc9	1	8	1	9	2	43	6	1	1	74	6	129	13	38	2	302	31
Mrps16	27	44	4	38	3	160	13	10	1	267	16	652	67	218	24	1389	128
Ttc18	5	4	0	0	0	0	0	0	0	0	1	0	0	0	0	4	1
Anxa7	134	5	0	9	1	38	2	2	0	16	1	83	3	29	0	182	7
Zmynd17	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp3cb	32	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0
Usp54	1	0	1	0	0	0	0	0	0	13	4	0	1	0	0	13	6
Synpo2l	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6230400D17Rik	2	1	0	1	0	2	0	3	0	3	0	12	3	9	1	31	4
Ndst2	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Camk2g	11	2	0	2	0	4	0	0	0	1	1	13	0	9	1	31	2
Ap3m1	224	15	0	14	3	31	1	6	0	295	45	134	10	37	3	532	62
Dupd1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dusp13	1444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Comtd1	1	8	0	2	0	54	9	3	1	41	6	133	27	19	5	260	48
Zfp503	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
uc007slx.1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnma1	59	0	0	0	0	0	1	0	0	0	1	1	0	2	0	3	2
Dlg5	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polr3a	14	0	0	3	0	19	0	2	0	41	1	103	0	33	0	201	1
Zcchc24	164	1	0	0	0	0	0	0	0	4	0	0	0	0	0	5	0
Slmap	1	1	0	17	2	0	0	0	1	12	1	3	0	3	0	36	4
Pde12	140	1	0	0	0	0	0	0	1	6	1	6	0	0	0	13	2
Appl1	1	17	0	31	0	156	2	7	0	254	2	697	5	299	3	1461	12
Cacna2d3	30	0	0	0	0	5	1	0	0	3	0	23	1	3	0	34	2
Il17rb	139	0	0	0	0	0	0	0	0	15	0	0	0	1	0	16	0
Cacna1d	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prkcd	18388	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
Itih3	9599	0	6	0	0	1	0	0	0	148	2	3	2	5	0	157	10
Spcs1	140	255	0	219	0	825	5	83	0	3773	15	3290	98	1365	24	9810	142
Gnl3	9	18	9	23	5	124	25	17	0	238	47	472	103	181	49	1073	238
2010107H07Rik	1	67	12	32	9	131	40	9	3	170	57	387	103	137	35	933	259
Nisch	23827	19	0	20	0	63	1	10	0	238	1	231	1	55	0	636	3
Dnahc1	54320	0	0	0	0	1	0	0	0	0	1	7	0	3	0	11	1
Sh3bp5	80	1	0	8	0	10	0	3	1	28	0	102	1	12	0	164	2
Mettl6	3	10	0	9	0	34	6	10	0	95	5	124	11	76	1	358	23
Colq	19420	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Hacl1	221	12	4	6	1	3	1	3	0	114	22	10	1	6	0	154	29
Ankrd28	87560	0	0	0	0	0	0	0	0	0	1	4	0	2	0	6	1
Dph3	1	14	12	25	34	75	44	15	7	285	145	264	112	126	87	804	441
Timm23	396	17	0	10	0	60	0	2	0	102	0	269	0	90	0	550	0
Slc18a3	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3425401B19Rik	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdfy4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mapk8	5	2	0	3	0	47	7	1	0	44	2	77	15	28	5	202	29
Zfp488	6	0	0	0	0	0	0	0	0	19	4	2	2	0	0	21	6
Gprin2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam35a	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
Bmpr1a	85	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Ldb3	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930596D02Rik	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gcap14	5	0	0	1	0	6	1	1	0	40	9	7	8	3	0	58	18
Cdhr1	64	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Ghitm	1	49	45	48	45	557	382	26	25	597	496	1698	647	679	317	3654	1957
Nrg3	553	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1
Sh2d4b	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tspan14	1	8	2	15	8	4	0	7	3	109	45	9	19	7	8	159	85
5730469M10Rik	5474	174	22	13	2	255	1	16	1	395	15	669	4	160	0	1682	45
Sftpd	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptgdr	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
Txndc16	3	11	0	6	2	64	3	2	0	648	13	138	32	59	10	928	60
Ero1l	6	0	0	0	0	1	1	0	0	11	2	8	7	0	1	20	11
Fermt2	1	49	115	121	91	23	10	9	8	435	311	101	63	28	46	766	644
ENSMUST00000175426	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
Ddhd1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bmp4	81	8	0	0	0	0	0	0	0	2	0	1	0	0	0	11	0
Gmfb	1	22	6	15	7	122	26	7	3	271	82	408	97	146	36	991	257
Wdhd1	1	0	0	0	0	1	0	0	0	4	2	2	1	0	1	7	4
Dlgap5	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1
Atg14	1	9	1	15	1	16	2	4	0	43	2	99	14	44	5	230	25
Otx2	57	0	1	0	0	0	0	1	0	3	3	0	0	0	0	4	4
Exoc5	1	0	0	1	0	2	2	0	0	11	6	5	5	2	3	21	16
ENSMUST00000175096	16	0	1	0	0	3	1	0	0	1	2	4	0	0	0	8	4
Tep1	3	0	0	1	0	0	0	0	0	4	0	0	0	1	0	6	0
ENSMUST00000170855	71	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
Osgep	7465	15	0	14	0	38	0	5	0	136	0	172	0	36	0	416	0
Tmem55b	1	1	0	0	0	1	0	0	0	5	0	4	0	2	1	13	1
Rnase9	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnase12	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnase1	1	21	15	0	0	1	0	1	0	3	1	6	4	1	2	33	22
Ndrg2	553	284	136	24	6	19	23	4	0	82	63	99	51	17	22	529	301
Rnase13	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp219	41	1	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0
Hnrnpc	1	81	23	80	29	378	154	28	11	1032	393	1121	386	356	114	3076	1110
Supt16h	5	14	1	18	1	62	18	5	1	135	17	238	42	86	14	558	94
Rab2b	3	8	2	13	0	92	8	4	0	226	17	191	22	66	7	600	56
Sall2	1	0	0	0	0	0	1	0	0	1	0	3	0	0	0	4	1
uc007ttz.1	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dad1	1	186	25	213	13	794	88	57	4	1935	114	2847	301	977	105	7009	650
Slc7a7	4506	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Haus4	1	1	0	4	0	15	1	3	0	6	1	14	4	1	0	44	6
Jub	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Cdh24	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Acin1	32900	15	0	37	3	43	8	9	4	164	14	190	32	62	8	520	69
Cebpe	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc7a8	5	1	0	0	0	7	0	3	1	6	2	24	11	11	6	52	20
Homez	6758	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1
Slc22a17	4159	4	2	0	0	24	9	0	1	68	10	129	65	30	9	255	96
Efs	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir208a	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myh6	8753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir208b	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfhx2	35	3	0	0	0	2	1	0	0	26	6	23	6	8	4	62	17
Ap1g2	2	1	0	0	0	0	0	3	0	6	0	1	0	0	0	11	0
Jph4	2	2	3	2	0	26	18	0	0	65	68	271	265	61	54	427	408
Nrl	689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psme2	104	56	0	109	1	112	26	51	0	370	13	336	24	109	13	1143	77
Ipo4	7225	1	0	0	0	9	0	1	0	9	0	33	0	13	0	66	0
Tm9sf1	157	3	0	6	1	11	0	2	0	41	5	49	5	9	0	121	11
Nedd8	1	146	33	179	57	1319	235	77	17	1332	379	3579	665	1748	344	8380	1730
Tinf2	16	3	0	3	1	14	0	1	0	23	0	13	2	3	1	60	4
Tgm1	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabggta	328	7	0	3	0	32	4	6	0	88	0	114	5	32	1	282	10
Dhrs1	1	110	2	46	0	242	19	26	0	654	19	578	40	227	19	1883	99
Cideb	23	4	3	2	0	3	0	0	0	4	2	4	1	2	0	19	6
Adcy4	4	1	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0
Ripk3	77	0	0	3	0	0	1	2	0	0	0	1	0	0	0	6	1
Cbln3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gzme	11959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gzmn	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gzmf	23216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gzmb	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cenpj	6	0	0	0	0	0	0	0	0	7	1	1	0	2	0	10	1
ENSMUST00000162231	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gja3	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gjb6	1199	57	25	4	3	1	0	1	0	18	15	10	3	4	5	95	51
Cryl1	1	1	3	4	3	16	22	16	4	17	9	100	84	22	28	176	153
Xpo4	16	2	1	4	0	10	0	0	0	33	2	35	0	8	1	92	4
Lats2	1385	0	0	1	0	1	0	0	0	0	0	1	0	0	0	3	0
F630043A04Rik	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0
Zdhhc20	1	8	7	11	15	16	21	4	0	350	257	61	90	24	15	474	405
Gm5142	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D14Ertd668e	1	0	1	5	7	0	0	5	0	4	3	0	0	0	0	14	11
Setdb2	197	0	0	0	0	4	0	0	0	11	0	12	0	2	0	29	0
Cdadc1	1	20	3	32	0	161	27	5	0	329	21	395	67	169	13	1111	131
Atp8a2	90673	0	0	0	0	3	2	0	1	6	0	1	5	1	3	11	11
Nupl1	6	4	0	7	0	11	1	2	0	41	0	68	5	19	0	152	6
Tnfrsf19	8492	11	8	8	0	0	2	1	1	7	0	6	21	5	5	38	37
Sgcg	15	4	1	0	0	0	0	0	0	0	0	1	0	0	0	5	1
1700109G14Rik	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kpna3	1	14	4	13	9	25	27	1	4	67	64	183	110	36	30	339	248
6330409N04Rik	78	4	1	0	0	21	24	0	0	30	8	82	66	8	26	145	125
Dleu2	1	7	0	1	0	1	0	0	0	31	1	4	0	2	0	46	1
Dleu7	154	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1
Ints6	222	1	0	0	0	0	0	0	0	1	0	2	0	0	0	4	0
Defb30	11998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fdft1	13	168	0	30	0	181	0	11	0	1889	0	752	0	412	0	3443	0
Gata4	26385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blk	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtmr9	180	0	0	0	0	4	0	1	0	18	0	10	1	6	1	39	2
4930578I06Rik	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Msra	23702	0	2	2	12	17	38	0	2	10	62	152	39	18	38	199	193
Hmbox1	160	0	0	0	1	0	2	0	0	13	5	2	0	0	1	15	9
Pnoc	261	6	0	4	0	202	61	0	0	8	4	14	2	3	0	237	67
Elp3	1	11	0	6	0	65	15	5	0	87	23	145	33	47	18	366	89
Esco2	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1
LOC100505222	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adam2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptk2b	67356	0	0	0	0	0	0	0	0	0	0	53	1	4	0	57	1
Dpysl2	136	5	0	4	0	23	0	1	0	101	0	72	1	24	1	230	2
LOC100044398	8347	52	0	131	4	273	0	29	0	1408	1	933	0	337	0	3163	5
Ppp2r2a	11	2	0	0	0	3	0	0	0	34	4	43	3	6	0	88	7
Cdca2	156	0	0	1	0	0	0	0	1	2	0	0	0	0	0	3	1
Dock5	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adam7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adamdec1	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adam28	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc007uma.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a37	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16677	13	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
R3hcc1	1	0	0	1	0	11	5	1	1	12	10	18	15	0	2	43	33
Rhobtb2	334	0	0	0	0	0	0	0	0	1	0	8	5	0	1	9	6
2610301G19Rik	80	1	0	1	2	1	0	0	1	6	0	12	0	3	0	24	3
9930012K11Rik	1	0	0	8	0	7	0	0	0	35	18	3	2	2	0	55	20
Pdlim2	17	15	5	25	1	33	3	2	0	2925	660	117	24	81	12	3198	705
Sorbs3	1	1	0	0	0	0	0	0	0	15	8	0	0	0	0	16	8
Ppp3cc	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Slc39a14	27552	1	1	0	0	1	0	0	0	4	0	1	0	0	1	7	2
Piwil2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polr3d	285	0	3	2	1	7	1	1	0	8	16	33	10	6	5	57	36
Bmp1	384	0	0	0	0	1	0	0	0	0	1	2	0	0	0	3	1
Fam160b2	1	0	1	0	0	0	0	0	0	0	0	4	4	1	0	5	5
Epb4.9	2042	1	0	0	1	30	2	0	0	5	2	108	12	13	2	157	19
Xpo7	30	0	0	1	0	3	0	0	0	2	1	4	1	3	0	13	2
Fndc3a	2	3	0	15	1	12	1	9	1	26	2	71	2	15	4	151	11
Rb1	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrch1	3	0	0	0	0	1	0	0	0	1	0	1	0	0	1	3	1
Lrrc63	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spert	1126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cog3	9	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0
Slc25a30	16	1	0	7	0	6	1	2	0	11	3	18	4	4	1	49	9
Gm4285	1	1	0	3	0	0	1	0	0	10	1	8	1	2	2	24	5
Gtf2f2	1	18	3	19	2	46	3	6	1	225	28	242	6	89	4	645	47
1200011I18Rik	1	1	2	5	0	9	4	1	1	48	7	36	14	17	3	117	31
4930444M15Rik	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serp2	187	0	0	1	0	20	10	1	0	7	3	106	22	18	3	153	38
Dnajc15	108	69	1	44	0	370	2	23	0	297	1	1025	2	427	0	2255	6
AU021034	1	12	7	0	1	2	1	0	0	3	1	2	2	0	0	19	12
Akap11	1	0	0	0	0	12	0	1	0	16	0	84	0	29	0	142	0
Dgkh	15111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc007usr.1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Naa16	9	4	0	8	0	10	0	1	0	29	0	43	1	8	0	103	1
Wbp4	1	25	4	21	7	85	58	11	5	234	83	266	308	123	74	765	539
Lect1	1	18	5	0	0	2	1	0	0	39	29	11	4	1	0	71	39
9630013A20Rik	4	1	0	3	0	0	0	1	1	431	377	15	17	3	4	454	399
Diap3	54	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
Pcdh9	1	16	0	12	0	55	6	2	0	791	25	162	14	133	9	1171	54
Dach1	153	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
Mzt1	8	7	3	14	2	129	29	8	1	97	22	293	101	73	15	621	173
Klf12	163	1	0	1	1	2	0	1	0	2	1	1	0	0	0	8	2
1700110M21Rik	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d4	145553	1	0	0	1	0	0	5	0	5	1	0	0	0	0	11	2
Commd6	189	106	1	88	2	335	13	28	0	1270	29	803	37	403	18	3033	100
Fbxl3	588	1	0	0	0	0	0	0	0	2	2	1	0	1	0	5	2
Mycbp2	5	1	0	3	0	8	0	0	0	6	0	56	3	24	0	98	3
Ednrb	741	89	13	3	1	3	4	17	4	36	6	30	3	11	4	189	35
uc007uwz.1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc011zpm.1	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbm26	358	4	3	2	0	12	1	1	0	18	5	42	5	38	4	117	18
